GPS LATITUDE (degrees), GPS LONGITUDE (degrees), GPS ALTITUDE (m), GPS SPEED (Kmh), GPS ACCURACY (m), GPS ORIENTATION (Â°),GPS SATELLITES IN RANGE, TIME SINCE START (ms), DATE (YYYY-MO-DD HH-MI-SS_SSS), ACCELEROMETER X (m/s²) , ACCELEROMETER Y (m/s²), ACCELEROMETER Z (m/s²), GRAVITY X (m/s²), GRAVITY Y (m/s²), GRAVITY Z (m/s²), GYROSCOPE Yaw (rad/s), GYROSCOPE Pitch (rad/s), GYROSCOPE Roll (rad/s), MAGNETIC FIELD X (Î¼T), MAGNETIC FIELD Y (Î¼T), MAGNETIC FIELD Z (Î¼T), ORIENTATION (Yaw) (Â°), ORIENTATION (Pitch) (Â°), ORIENTATION (Roll ) (Â°)
52.375053,-1.460722,131.38,18.62,3,313.09,23 / 23,1254776,2019-09-07 10:48:07:930,0.0237,-1.6549,11.1275,0.0178,-0.0192,9.8065,0.071,0.0699,0.0262,-13.44,-32.69,1,285.16,-79.58,-142.34
52.375053,-1.460722,131.38,18.62,3,313.09,23 / 23,1254875,2019-09-07 10:48:08:029,1.0428,0.1988,11.2868,0.0094,0.0162,9.8065,0.0191,-0.0251,-0.0442,-14.06,-33.25,0.88,286.2,-79.58,-143.12
52.375053,-1.460722,131.38,18.62,3,313.09,23 / 23,1254975,2019-09-07 10:48:08:129,1.1434,-1.1338,11.7045,0.0015,0.0039,9.8066,-0.1132,-0.2484,-0.2134,-14.25,-33.37,1.13,284.38,-79.57,-144.71
52.375053,-1.460722,131.38,18.62,3,313.09,23 / 23,1255075,2019-09-07 10:48:08:229,-1.2473,-2.2092,11.0459,-0.0142,-0.0114,9.8066,-0.1095,-0.1772,-0.0774,-13.5,-32.81,0.81,283.55,-79.64,-143.93
52.375053,-1.460722,131.38,18.62,3,313.09,23 / 23,1255175,2019-09-07 10:48:08:329,-0.347,0.7035,11.3153,-0.0075,0.0123,9.8066,0.0556,0.0513,0.0899,-13.19,-33.06,0.81,283.69,-79.59,-143.64
52.375053,-1.460722,131.38,18.62,3,313.09,23 / 23,1255276,2019-09-07 10:48:08:430,0.1988,0.3767,10.702,-0.0072,0.0143,9.8065,0.0555,0.0505,0.0838,-13.12,-33,1,283.48,-79.35,-143.14
52.375053,-1.460722,131.38,18.62,3,313.09,23 / 23,1255376,2019-09-07 10:48:08:530,1.4003,-1.9873,11.2892,0.0088,0.0122,9.8066,-0.0218,-0.0603,0.0236,-13,-32.75,0.69,282.19,-79.37,-144.38
52.375053,-1.460722,131.38,18.62,3,313.09,23 / 23,1255475,2019-09-07 10:48:08:629,0.1031,-0.3332,8.9981,0.0099,-0.008,9.8066,-0.0313,-0.091,-0.0596,-13.31,-32.69,0.19,277.21,-79.39,-144.53
52.375053,-1.460722,131.38,18.62,3,313.09,23 / 23,1255575,2019-09-07 10:48:08:729,0.0869,0.1512,10.0902,0.0004,-0.0104,9.8066,-0.0222,-0.0321,-0.0199,-13.12,-32.75,0.81,282.57,-79.3,-143.82
52.375053,-1.460722,131.38,18.62,3,313.09,23 / 23,1255678,2019-09-07 10:48:08:832,-0.8878,0.2784,9.5715,0.0003,-0.0003,9.8066,0.0116,0.048,0.0445,-12.81,-32.81,1.13,282.89,-79.29,-143.5
52.375053,-1.460722,131.38,18.62,3,313.09,23 / 23,1255775,2019-09-07 10:48:08:929,-0.4951,0.2191,9.2866,0.005,-0.0004,9.8066,-0.0076,-0.0045,0.0102,-12.94,-32.69,0.81,282.83,-79.26,-143.45
52.375053,-1.460722,131.38,18.62,3,313.09,23 / 23,1255875,2019-09-07 10:48:09:029,-0.7232,-0.1406,9.2069,0.0002,-0.0049,9.8066,-0.0026,0.0084,0.0029,-12.62,-33.06,0.63,283.09,-79.22,-143.1
52.375053,-1.460722,131.38,18.62,3,313.09,23 / 23,1255975,2019-09-07 10:48:09:129,-0.6208,-0.1935,8.9825,0.0027,-0.0055,9.8066,0.0127,0.0149,0.0312,-13.19,-32.69,0.69,283.45,-79.22,-142.8
52.375053,-1.460722,131.38,18.62,3,313.09,23 / 23,1256075,2019-09-07 10:48:09:229,-0.1131,0.5147,11.1122,0.0036,-0.013,9.8066,-0.012,0.0253,0.0462,-13.31,-32.25,0.69,284.57,-79.19,-142.63
52.375053,-1.460722,131.38,18.62,3,313.09,23 / 23,1256175,2019-09-07 10:48:09:329,-0.6166,-0.153,9.4411,0.0108,-0.0008,9.8066,0.0015,-0.0357,-0.0265,-13.75,-32.37,0.56,286.44,-79.09,-142.47
52.376072,-1.462499,130.79,18.5,3,313.65,23 / 23,1256278,2019-09-07 10:48:09:432,-0.7868,0.3042,8.9017,0.0082,0.0014,9.8066,-0.0129,-0.0225,0.0023,-14.19,-33,0.81,285.2,-79.07,-142.66
52.376072,-1.462499,130.79,18.5,3,313.65,23 / 23,1256376,2019-09-07 10:48:09:530,-0.9891,-0.2501,10.8004,0.004,0.0041,9.8066,0.0259,-0.0114,-0.0149,-14.06,-32.62,1,284.81,-78.96,-142.71
52.376072,-1.462499,130.79,18.5,3,313.65,23 / 23,1256475,2019-09-07 10:48:09:629,-0.2047,0.2573,10.3859,0.0006,0.0134,9.8066,0.034,0.0415,0.0237,-13.75,-32.31,1,284.95,-78.95,-143.42
52.376072,-1.462499,130.79,18.5,3,313.65,23 / 23,1256575,2019-09-07 10:48:09:729,-0.6568,-0.4067,10.3406,-0.0035,0.0043,9.8066,-0.0365,-0.0542,-0.0526,-13.12,-32.44,1.38,282.55,-78.92,-143.65
52.376072,-1.462499,130.79,18.5,3,313.65,23 / 23,1256675,2019-09-07 10:48:09:829,-1.1482,0.1769,8.4106,-0.0243,0.0037,9.8066,-0.047,-0.0259,-0.0375,-13.25,-32.94,0.75,282.22,-79.18,-143.77
52.376072,-1.462499,130.79,18.5,3,313.65,23 / 23,1256775,2019-09-07 10:48:09:929,-0.797,-0.2367,9.4727,0.0008,0.0017,9.8066,0.0404,0.0441,0.0358,-12.69,-32.12,0.56,283.81,-79.35,-143.74
52.376072,-1.462499,130.79,18.5,3,313.65,23 / 23,1256875,2019-09-07 10:48:10:029,-0.9453,-0.3089,10.6154,0.0009,-0.0001,9.8066,-0.002,0.0067,0.0179,-13.44,-32.87,0.13,277.5,-79.29,-143.95
52.376072,-1.462499,130.79,18.5,3,313.65,23 / 23,1256975,2019-09-07 10:48:10:129,-0.6223,0.3829,8.3798,0.0059,-0.005,9.8066,-0.0345,-0.0366,-0.0012,-13.87,-32.5,0.56,285.41,-79.28,-143.86
52.376072,-1.462499,130.79,18.5,3,313.65,23 / 23,1257078,2019-09-07 10:48:10:232,-1.4194,0.4604,9.2911,-0.0156,-0.0004,9.8065,-0.0081,-0.0194,-0.0231,-13.37,-32.69,0.56,283.49,-79.36,-143.16
52.376072,-1.462499,130.79,18.5,3,313.65,23 / 23,1257177,2019-09-07 10:48:10:331,-0.4254,-0.777,11.1496,0.0094,0.0037,9.8066,0.021,-0.0072,0.0141,-14.19,-32.75,0,280.72,-79.37,-143.36
52.376072,-1.462499,130.79,18.5,3,313.65,23 / 23,1257275,2019-09-07 10:48:10:429,-0.6218,0.1583,10.0302,0.0111,-0.0023,9.8065,0.0213,-0.0041,0.0207,-13.56,-32.12,0.75,285.44,-79.23,-143.7
52.376072,-1.462499,130.79,18.5,3,313.65,23 / 23,1257375,2019-09-07 10:48:10:529,-0.3358,0.0036,9.69,0.0035,-0.0071,9.8066,-0.0234,-0.0586,-0.0247,-14.25,-32.37,0.88,285.33,-79.14,-143.57
52.376072,-1.462499,130.79,18.5,3,313.65,23 / 23,1257475,2019-09-07 10:48:10:629,-0.8286,-0.0288,10.0628,0.0051,-0.0008,9.8066,0.0168,-0.0124,0.022,-13.44,-32.06,0.63,283.44,-79.07,-143.29
52.376072,-1.462499,130.79,18.5,3,313.65,23 / 23,1257575,2019-09-07 10:48:10:729,-0.6923,-0.601,10.1636,0.01,-0.0045,9.8066,0.0163,-0.0087,0.0102,-13.81,-31.5,1.06,286,-78.9,-143.22
52.376072,-1.462499,130.79,18.5,3,313.65,23 / 23,1257678,2019-09-07 10:48:10:832,-0.3803,-0.1744,9.9883,-0.0017,-0.0022,9.8066,0.0034,0.0149,0.0239,-14.25,-31.87,1.19,285.13,-78.85,-143.01
52.376072,-1.462499,130.79,18.5,3,313.65,23 / 23,1257775,2019-09-07 10:48:10:929,-0.9063,-0.5558,9.7276,0.0088,-0.008,9.8066,0.0028,0.0046,0.0197,-14.06,-32.5,0.38,280.51,-78.79,-142.85
52.376072,-1.462499,130.79,18.5,3,313.65,23 / 23,1257875,2019-09-07 10:48:11:029,-0.5704,-0.4209,9.4228,0.0015,0.0023,9.8066,0.0267,0.02,0.018,-14.19,-32.25,0.81,285.02,-78.67,-142.64
52.376072,-1.462499,130.79,18.5,3,313.65,23 / 23,1257975,2019-09-07 10:48:11:129,-0.8063,-0.1122,9.4163,-0.0015,0,9.8066,-0.0306,-0.0356,-0.0138,-15,-32.37,1.13,286.49,-78.6,-142.76
52.376072,-1.462499,130.79,18.5,3,313.65,23 / 23,1258075,2019-09-07 10:48:11:229,-1.0668,-0.9692,9.6802,-0.0053,-0.0046,9.8066,-0.0107,-0.0218,-0.0043,-14.44,-32.37,1.13,285.26,-78.67,-142.42
52.376072,-1.462499,130.79,18.5,3,313.65,23 / 23,1258175,2019-09-07 10:48:11:329,-1.1669,-0.448,9.4069,0.0041,0.0054,9.8066,0.0214,-0.0063,-0.0007,-14.69,-32.19,1.19,286.69,-78.67,-142.73
52.376072,-1.462499,130.79,18.5,3,313.65,23 / 23,1258275,2019-09-07 10:48:11:429,-0.9352,-0.4048,10.5781,0.0042,0.0028,9.8066,0.0121,-0.0138,0.0074,-14.56,-31.56,1.19,286.31,-78.61,-142.92
52.376072,-1.462499,130.79,18.5,3,313.65,23 / 23,1258376,2019-09-07 10:48:11:530,-0.7301,-0.6659,9.8881,0.0008,0.0072,9.8066,-0.0078,-0.0604,-0.0242,-13.94,-32.12,1.56,288.9,-78.5,-143.12
52.376072,-1.462499,130.79,18.5,3,313.65,23 / 23,1258475,2019-09-07 10:48:11:629,-0.8904,-0.4036,9.0804,0.0001,0.0025,9.8066,0.0053,0.0003,0.027,-13.62,-32.37,1.13,283.56,-78.54,-143.58
52.376072,-1.462499,130.79,18.5,3,313.65,23 / 23,1258575,2019-09-07 10:48:11:729,-0.6056,-0.6434,10.4989,-0.0007,-0.0029,9.8066,-0.0104,-0.0323,-0.0091,-13.37,-32.5,1.5,287.04,-78.54,-143.3
52.376072,-1.462499,130.79,18.5,3,313.65,23 / 23,1258676,2019-09-07 10:48:11:830,-1.0237,-0.6221,9.6849,-0.0017,0.0055,9.8065,0.0121,-0.0147,-0.0039,-13.44,-32.87,0.81,280.57,-78.55,-143.38
52.376072,-1.462499,130.79,18.5,3,313.65,23 / 23,1258776,2019-09-07 10:48:11:930,-0.1458,0.1592,9.1694,-0.0008,0.0019,9.8066,-0.0007,-0.0118,-0.0012,-14.12,-32.5,0.94,283.41,-78.57,-143.8
52.376072,-1.462499,130.79,18.5,3,313.65,23 / 23,1258875,2019-09-07 10:48:12:029,-0.6344,-0.412,10.2784,-0.0039,-0.0055,9.8066,-0.0198,-0.0151,0.0369,-13.5,-32.44,0.56,281.54,-78.56,-143.55
52.376072,-1.462499,130.79,18.5,3,313.65,23 / 23,1258975,2019-09-07 10:48:12:129,-0.5469,-0.1759,9.2895,-0.0005,-0.006,9.8066,-0.0268,-0.0369,0.0106,-14.19,-32.75,0.06,278.78,-78.53,-142.86
52.376072,-1.462499,130.79,18.5,3,313.65,23 / 23,1259075,2019-09-07 10:48:12:229,-0.8402,-1.4054,9.2965,-0.0027,-0.0053,9.8065,-0.0071,-0.0236,0.0069,-14.94,-32.69,0.19,281.62,-78.56,-142.31
52.376072,-1.462499,130.79,18.5,3,313.65,23 / 23,1259176,2019-09-07 10:48:12:330,-0.4895,-0.3342,9.1451,-0.0076,0.0093,9.8066,-0.0028,0.0216,0.0065,-14.87,-32.12,0.19,282.46,-78.62,-142.54
52.376072,-1.462499,130.79,18.5,3,313.65,23 / 23,1259276,2019-09-07 10:48:12:430,-0.9891,-0.3209,8.3706,-0.0128,0.0079,9.8066,-0.021,-0.001,-0.0155,-14.75,-32.06,0,282.41,-78.81,-143.05
52.376072,-1.462499,130.79,18.5,3,313.65,23 / 23,1259376,2019-09-07 10:48:12:530,-1.3855,-0.0106,10.0947,-0.0097,0.011,9.8066,0.026,0.0267,-0.0045,-15.12,-32.37,-0.5,282.65,-79.04,-143.37
52.376072,-1.462499,130.79,18.5,3,313.65,23 / 23,1259475,2019-09-07 10:48:12:629,0.1581,0.6617,10.4569,0.0105,0.0115,9.8065,0.0509,0.0096,0.0004,-14.75,-32.87,0,280.65,-78.97,-144.25
52.376072,-1.462499,130.79,18.5,3,313.65,23 / 23,1259575,2019-09-07 10:48:12:729,-0.4282,0.2059,10.4434,0.0072,-0.0006,9.8066,0.0014,-0.0122,0.0182,-14.62,-32.44,0.75,284.74,-78.82,-144.82
52.376072,-1.462499,130.79,18.5,3,313.65,23 / 23,1259675,2019-09-07 10:48:12:829,-0.6531,-0.1614,9.6435,0.0034,-0.0073,9.8065,-0.009,-0.0092,0.0105,-14,-32.5,0.44,278.47,-78.74,-144.64
52.376072,-1.462499,130.79,18.5,3,313.65,23 / 23,1259775,2019-09-07 10:48:12:929,-1.1971,-0.4908,8.9969,-0.0046,-0.0043,9.8066,-0.0187,0.0202,0.0294,-14.37,-32,-0.19,279,-78.75,-144.15
52.376072,-1.462499,130.79,18.5,3,313.65,23 / 23,1259875,2019-09-07 10:48:13:029,-0.616,-0.5649,9.905,-0.0013,-0.0034,9.8066,-0.0012,0.0106,0.0178,-14.56,-31.94,-0.19,281.65,-78.82,-143.76
52.376072,-1.462499,130.79,18.5,3,313.65,23 / 23,1259977,2019-09-07 10:48:13:131,-0.2843,-0.4385,10.5945,0.005,0.0045,9.8066,0.016,-0.0061,0.002,-14.37,-31.81,0,279.33,-78.81,-144
52.376072,-1.462499,130.79,18.5,3,313.65,23 / 23,1260076,2019-09-07 10:48:13:230,-0.3225,-0.0978,10.0063,0.0038,0.0103,9.8066,0.0129,-0.0262,-0.0095,-14.31,-31.75,-0.87,274.51,-78.77,-144.5
52.376072,-1.462499,130.79,18.5,3,313.65,23 / 23,1260176,2019-09-07 10:48:13:330,-0.6292,0.009,10.4078,0.0027,0.0044,9.8066,-0.0109,-0.0565,-0.0237,-14.31,-31.75,-0.37,278.06,-78.75,-145.05
52.376072,-1.462499,130.79,18.5,3,313.65,23 / 23,1260276,2019-09-07 10:48:13:430,-0.9754,-0.4783,9.8033,-0.0037,-0.0023,9.8065,-0.0101,-0.002,0.0113,-15.25,-32,-0.06,280.05,-78.75,-145.07
52.376072,-1.462499,130.79,18.5,3,313.65,23 / 23,1260375,2019-09-07 10:48:13:529,-0.7479,-0.5446,9.0299,-0.0014,0.0016,9.8066,0.0104,0.031,0.0249,-15.37,-32.25,-0.19,280.38,-78.81,-144.91
52.376072,-1.462499,130.79,18.5,3,313.65,23 / 23,1260475,2019-09-07 10:48:13:629,-0.1877,-0.2211,8.9213,-0.0024,-0.0082,9.8066,-0.0393,-0.046,-0.0057,-15.31,-32.37,-0.75,276.75,-78.81,-144.6
52.376072,-1.462499,130.79,18.5,3,313.65,23 / 23,1260576,2019-09-07 10:48:13:730,0.121,-0.7453,8.8454,-0.0054,-0.0106,9.8066,-0.0435,-0.047,-0.0224,-15.62,-32.56,-1.31,278.71,-78.9,-144.03
52.376072,-1.462499,130.79,18.5,3,313.65,23 / 23,1260675,2019-09-07 10:48:13:829,-1.4761,-0.7095,10.7373,-0.0073,-0.0034,9.8066,-0.0371,-0.0206,-0.0103,-15.94,-32.56,-0.5,283.57,-79,-143.28
52.376072,-1.462499,130.79,18.5,3,313.65,23 / 23,1260775,2019-09-07 10:48:13:929,0.0416,-0.1368,10.0592,0.0133,0.0067,9.8066,0.0311,-0.0119,-0.0075,-15.75,-33,-0.37,284.05,-79.05,-142.95
52.376072,-1.462499,130.79,18.5,3,313.65,23 / 23,1260875,2019-09-07 10:48:14:029,-0.3607,0.0635,10.1436,0.011,0.0118,9.8066,0.0268,-0.0195,-0.0086,-15.31,-32.44,0.44,281.64,-78.89,-143.95
52.376072,-1.462499,130.79,18.5,3,313.65,23 / 23,1260975,2019-09-07 10:48:14:129,-0.0472,-0.1508,10.3748,0.0034,0.0001,9.8066,0.0065,0.0222,0.0165,-15.87,-32.75,0.5,285.89,-78.81,-144.38
52.376072,-1.462499,130.79,18.5,3,313.65,23 / 23,1261075,2019-09-07 10:48:14:229,-0.9841,-0.002,9.7135,-0.0042,-0.0006,9.8066,-0.026,-0.0208,-0.0051,-15.56,-32.56,-0.5,282.19,-78.84,-144.16
52.376072,-1.462499,130.79,18.5,3,313.65,23 / 23,1261176,2019-09-07 10:48:14:330,-0.827,-0.4006,9.9637,-0.0069,0.0009,9.8066,0.0227,0.0569,0.0255,-16.56,-33.25,0.13,284.28,-78.97,-143.99
52.376072,-1.462499,130.79,18.5,3,313.65,23 / 23,1261276,2019-09-07 10:48:14:430,-0.8801,0.2527,9.6354,-0.0038,0.005,9.8065,0.0178,0.0167,0.0003,-15.62,-32.37,1,287.58,-79.05,-144.14
52.376072,-1.462499,130.79,18.5,3,313.65,23 / 23,1261376,2019-09-07 10:48:14:530,-0.9496,0.1025,10.2224,0.002,0.0034,9.8066,-0.0062,-0.0316,-0.0227,-15.62,-31.94,1.13,287.24,-79.04,-144.41
52.376072,-1.462499,130.79,18.5,3,313.65,23 / 23,1261475,2019-09-07 10:48:14:629,-0.7041,-0.676,10.4509,-0.0004,0.0057,9.8066,0.0106,-0.0028,-0.0015,-14.75,-31.69,0.06,281.07,-79.05,-144.86
52.376072,-1.462499,130.79,18.5,3,313.65,23 / 23,1261576,2019-09-07 10:48:14:730,-0.5333,-0.1115,9.7175,0.0027,-0.0016,9.8066,-0.0031,-0.0222,-0.0084,-15,-32.06,0,280.66,-79.07,-145.28
52.376072,-1.462499,130.79,18.5,3,313.65,23 / 23,1261676,2019-09-07 10:48:14:830,-0.3854,-0.4763,9.853,-0.0001,-0.0018,9.8066,-0.0046,-0.0054,-0.0053,-14.94,-32.44,0.31,280.7,-79.05,-145.2
52.376072,-1.462499,130.79,18.5,3,313.65,23 / 23,1261775,2019-09-07 10:48:14:929,-0.8191,-0.0816,9.633,-0.0019,-0.0039,9.8066,-0.0135,0.0111,0.016,-14.69,-32.37,0,280.83,-79.15,-145.3
52.376072,-1.462499,130.79,18.5,3,313.65,23 / 23,1261875,2019-09-07 10:48:15:029,-0.3452,-0.0185,9.7244,0.0032,0.0035,9.8066,0.0256,0.0078,0.0073,-14.75,-31.87,-0.25,280.85,-79.15,-145.29
52.376072,-1.462499,130.79,18.5,3,313.65,23 / 23,1261976,2019-09-07 10:48:15:130,-0.3203,0.2298,9.4678,0.0017,-0.0005,9.8066,0.0118,0.0043,0.0119,-14.62,-32.12,0.31,280.21,-79.08,-145.73
52.376072,-1.462499,130.79,18.5,3,313.65,23 / 23,1262075,2019-09-07 10:48:15:229,-0.5085,0.0716,9.5598,-0.003,-0.0044,9.8066,-0.0212,-0.0057,0.0035,-14.56,-31.56,0.13,280.4,-79.07,-145.53
52.376072,-1.462499,130.79,18.5,3,313.65,23 / 23,1262176,2019-09-07 10:48:15:330,-0.1915,-0.1034,9.6211,-0.0078,-0.0022,9.8066,-0.0117,-0.0108,-0.0059,-14.25,-31.31,-0.62,275.61,-79.13,-145.25
52.376072,-1.462499,130.79,18.5,3,313.65,23 / 23,1262276,2019-09-07 10:48:15:430,-0.4957,0.0289,9.9897,-0.0012,0.0009,9.8066,0.0054,-0.0015,-0.0023,-14.62,-32.44,-0.44,281.08,-79.2,-145.21
52.376072,-1.462499,130.79,18.5,3,313.65,23 / 23,1262375,2019-09-07 10:48:15:529,-0.5528,0.141,9.2687,-0.0014,0.0005,9.8066,-0.0086,-0.0037,0.0057,-14.69,-31.81,0.06,281.03,-79.19,-145.23
52.376072,-1.462499,130.79,18.5,3,313.65,23 / 23,1262476,2019-09-07 10:48:15:630,-0.5855,-0.4007,9.8669,-0.0096,-0.0074,9.8066,-0.0314,-0.0127,-0.0112,-14.31,-31.94,0.25,279.45,-79.2,-144.91
52.376072,-1.462499,130.79,18.5,3,313.65,23 / 23,1262576,2019-09-07 10:48:15:730,-0.6965,0.0968,9.2207,-0.0047,-0.0058,9.8066,-0.0242,-0.0352,-0.0216,-14.31,-31.62,0.25,280.51,-79.3,-144.2
52.376072,-1.462499,130.79,18.5,3,313.65,23 / 23,1262675,2019-09-07 10:48:15:829,-0.544,-0.2519,9.9853,-0.0021,-0.0012,9.8065,0.014,0.0201,0.0211,-14.62,-31.87,0,282.71,-79.37,-144.11
52.376072,-1.462499,130.79,18.5,3,313.65,23 / 23,1262775,2019-09-07 10:48:15:929,-0.5932,-0.1929,10.3613,0.0041,-0.001,9.8066,0.0027,-0.0113,-0.0113,-14.5,-31.94,-0.69,276.46,-79.34,-144.1
52.376072,-1.462499,130.79,18.5,3,313.65,23 / 23,1262876,2019-09-07 10:48:16:030,-0.2292,-0.4267,9.7428,0.0039,0.0025,9.8066,0.0113,-0.0204,-0.0187,-14.12,-32.12,-0.44,280.58,-79.32,-144.18
52.376072,-1.462499,130.79,18.5,3,313.65,23 / 23,1262975,2019-09-07 10:48:16:129,-0.9806,0.2774,9.8475,-0.0007,0.0061,9.8066,0.0208,0.0286,0.0188,-13.87,-32.56,-0.19,279.19,-79.28,-144.53
52.376072,-1.462499,130.79,18.5,3,313.65,23 / 23,1263076,2019-09-07 10:48:16:230,-0.5749,-0.3779,9.8179,0.002,-0.006,9.8066,-0.0006,-0.0219,-0.0047,-14.19,-32.5,0,280.32,-79.24,-144.21
52.376072,-1.462499,130.79,18.5,3,313.65,23 / 23,1263175,2019-09-07 10:48:16:329,-0.6549,-0.0151,10.1094,-0.0006,0.0002,9.8066,0.0053,0.0071,0.0287,-14.31,-32,-0.12,280.42,-79.21,-144.03
52.376072,-1.462499,130.79,18.5,3,313.65,23 / 23,1263276,2019-09-07 10:48:16:430,-0.8326,-0.425,10.0965,0.0016,-0.0046,9.8066,0.0163,0.0166,0.0289,-14.37,-32.69,-0.19,279.73,-79.16,-143.71
52.376072,-1.462499,130.79,18.5,3,313.65,23 / 23,1263378,2019-09-07 10:48:16:532,-0.3213,-0.3326,10.2008,0.0026,-0.0049,9.8066,-0.0026,0.0273,0.0218,-14.19,-32.44,0.19,280.89,-79.11,-143.35
52.376072,-1.462499,130.79,18.5,3,313.65,23 / 23,1263475,2019-09-07 10:48:16:629,-0.5999,0.2583,9.0673,-0.0012,-0.0031,9.8066,0.0052,0.023,0.0225,-14.12,-32.12,-0.31,281.21,-79.14,-143.12
52.376072,-1.462499,130.79,18.5,3,313.65,23 / 23,1263576,2019-09-07 10:48:16:730,-0.5095,-0.2372,10.2847,-0.0013,-0.0017,9.8066,0.0047,0.0099,0.0166,-13.94,-32.94,-0.62,276.17,-79.14,-142.99
52.376072,-1.462499,130.79,18.5,3,313.65,23 / 23,1263676,2019-09-07 10:48:16:830,-0.6389,0.094,9.3221,-0.0034,0.0016,9.8065,0.001,-0.0093,-0.0116,-14.44,-32.75,-0.37,280.6,-79.15,-142.86
52.376072,-1.462499,130.79,18.5,3,313.65,23 / 23,1263775,2019-09-07 10:48:16:929,-0.3462,0.1436,9.629,0.0002,0.0006,9.8066,-0.0096,-0.0287,-0.0186,-14.12,-33.06,-0.81,276.28,-79.17,-142.96
52.376072,-1.462499,130.79,18.5,3,313.65,23 / 23,1263875,2019-09-07 10:48:17:029,-0.5865,-0.0716,9.8696,0.003,0.0039,9.8066,0.0111,0.0042,0.0083,-14.81,-32.81,-0.5,282.43,-79.17,-143.1
52.376072,-1.462499,130.79,18.5,3,313.65,23 / 23,1263975,2019-09-07 10:48:17:129,-0.7519,0.0547,9.4202,0.0019,-0.0045,9.8066,-0.0151,-0.0227,-0.0011,-14.62,-32.56,-0.19,282.31,-79.12,-143.09
52.376072,-1.462499,130.79,18.5,3,313.65,23 / 23,1264075,2019-09-07 10:48:17:229,-0.5976,-0.3485,9.7598,0.0003,-0.0021,9.8066,0.0048,-0.0002,0.002,-14.31,-32.37,0.19,281.69,-79.12,-142.66
52.376072,-1.462499,130.79,18.5,3,313.65,23 / 23,1264176,2019-09-07 10:48:17:330,-0.5297,-0.2997,9.8819,0.0041,-0.0017,9.8066,0.0012,-0.0123,0.0076,-14.5,-32.5,-0.12,281.55,-79.09,-142.69
52.376072,-1.462499,130.79,18.5,3,313.65,23 / 23,1264276,2019-09-07 10:48:17:430,-0.0402,0.2746,9.8046,0.0057,0.0011,9.8066,0.0292,0.0267,0.0401,-14.44,-32.25,0.25,281.42,-79.04,-142.67
52.376072,-1.462499,130.79,18.5,3,313.65,23 / 23,1264375,2019-09-07 10:48:17:529,-0.5098,-0.0105,10.0311,0.0122,-0.002,9.8066,0.0337,0.0137,0.0278,-14,-32.31,0,280.97,-78.9,-142.72
52.376072,-1.462499,130.79,18.5,3,313.65,23 / 23,1264476,2019-09-07 10:48:17:630,-0.3946,0.1933,10.1971,0.002,-0.0022,9.8066,0.0174,0.0211,0.0377,-14.5,-32.31,0.06,280.83,-78.81,-142.61
52.376072,-1.462499,130.79,18.5,3,313.65,23 / 23,1264576,2019-09-07 10:48:17:730,-0.3249,-0.3148,9.8584,0.0038,-0.0035,9.8066,0.0123,-0.0073,0.0019,-14.94,-32.19,0.38,282.9,-78.74,-142.42
52.376072,-1.462499,130.79,18.5,3,313.65,23 / 23,1264675,2019-09-07 10:48:17:829,-0.3763,-0.1182,9.3957,-0.0016,-0.0013,9.8066,0.0161,0.0073,0.0061,-14.12,-31.5,-0.56,277.55,-78.75,-142.42
52.376072,-1.462499,130.79,18.5,3,313.65,23 / 23,1264776,2019-09-07 10:48:17:930,-0.1606,-0.1778,9.301,-0.0001,0.0019,9.8066,0.0065,0.0066,-0.0044,-14.19,-32.31,-0.31,280.67,-78.75,-142.59
52.376072,-1.462499,130.79,18.5,3,313.65,23 / 23,1264876,2019-09-07 10:48:18:030,-0.6583,-0.5627,9.6994,0.0003,0.0043,9.8066,0.0151,0.0129,-0.0029,-13.69,-32.75,0,279.4,-78.79,-142.99
52.376072,-1.462499,130.79,18.5,3,313.65,23 / 23,1264975,2019-09-07 10:48:18:129,-0.7071,-0.2208,8.4326,0.0028,0.0034,9.8066,-0.0163,-0.0793,-0.0659,-14.5,-33.12,-0.12,278.98,-78.72,-143.19
52.376072,-1.462499,130.79,18.5,3,313.65,23 / 23,1265075,2019-09-07 10:48:18:229,-0.8333,0.3949,10.3807,-0.0117,0.0093,9.8066,0.0266,0.054,0.0349,-14.19,-32.37,-0.37,279.77,-78.8,-143.57
52.376072,-1.462499,130.79,18.5,3,313.65,23 / 23,1265175,2019-09-07 10:48:18:329,-0.2775,-0.043,10.374,0.0051,-0.0019,9.8066,-0.0027,0.0024,-0.0262,-13.81,-32.75,0,278.64,-78.86,-143.89
52.377064,-1.463969,130.78,14.87,3,320.64,23 / 23,1265276,2019-09-07 10:48:18:430,-0.4978,0.4206,9.9835,0.0041,-0.0034,9.8066,-0.008,-0.0483,-0.0343,-13.75,-33.25,0,278.42,-78.89,-144.19
52.377064,-1.463969,130.78,14.87,3,320.64,23 / 23,1265375,2019-09-07 10:48:18:529,-0.4413,0.2609,10.1137,0.0063,-0.0035,9.8066,0.0001,-0.0072,0.0107,-13.75,-32.44,0.19,279.14,-78.82,-144.22
